Category,Crop,QueryType,StateName,DistrictName,BlockName,Hour of the day,Month
Millets,Maize (Makka),Market Information,TELANGANA,KARIMNAGAR,KAMALAPUR,16,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,POWAYAN,16,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,JAITPUR,16,2
Oilseeds,Groundnut (pea nut/mung phalli),Market Information,TELANGANA,KARIMNAGAR,RAMADUGU,16,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,BISAULI,16,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,WARANGAL,CHITYAL,16,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,CHIVVEMLA,15,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,15,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,UJHANI,15,2
Vegetables,Onion,Fertilizer Use and Availability,TELANGANA,KHAMMAM,BONAKAL,15,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,WARANGAL,BHUPALPALLE,15,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,DAHGAVAN,15,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,USAWAN,15,2
Vegetables,Cluster Bean,"	Plant Protection	",TELANGANA,KARIMNAGAR,JAGTIAL,15,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,VEMULA PALLY,15,2
Cereals,Wheat,Crop Insurance,UTTAR PRADESH,BADAUN,AMBIAPUR,15,2
Cereals,Wheat,"	Plant Protection	",UTTAR PRADESH,BADAUN,ASAFPUR,15,2
Others,Others,Market Information,TELANGANA,KHAMMAM,YELLANDU,15,2
Cereals,Paddy (Dhan),Agriculture Mechanization,UTTAR PRADESH,BADAUN,ISLAMNAGAR,15,2
Others,Others,Weather,UTTARAKHAND,DEHRADUN,SAHASPUR,15,2
Others,Others,Weather,RAJASTHAN,TONK,DEOLI,15,2
Pulses,Lentil (Masur),"	Plant Protection	",UTTARAKHAND,HARIDWAR,KHANPUR,15,2
Others,Others,Market Information,GUJARAT,BANAS KANTHA,THARAD,15,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,15,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,POWAYAN,15,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,NARSAN,15,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KHUTAR,15,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,15,2
Vegetables,Ribbed Gourd (Kali Tori),Nutrient Management,TELANGANA,KHAMMAM,KHAMMAM (RURAL),15,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,15,2
Vegetables,Cucumber,Seeds and Planting Material,UTTAR PRADESH,BADAUN,ASAFPUR,15,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KARIMNAGAR,PEDDAPALLI,15,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,WAZIRGANJ,15,2
Others,Others,"	Plant Protection	",UTTAR PRADESH,BADAUN,UJHANI,15,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,NARSAN,15,2
Others,Others,Weather,TELANGANA,WARANGAL,RAIPARTHY,15,2
Oilseeds,Indian rapeseed and mustard (yellow sarson),Market Information,GUJARAT,BANAS KANTHA,DEESA,15,2
Others,Others,Bio-Pesticides and Bio-Fertilizers,GUJARAT,BANAS KANTHA,THARAD,14,2
Others,Others,Weather,RAJASTHAN,TONK,TONK,14,2
Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,DHARI,14,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,14,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,TILHAR,14,2
Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",TELANGANA,WARANGAL,HASANPARTHY,14,2
Vegetables,Bhindi(Okra/Ladysfinger),Fertilizer Use and Availability,UTTAR PRADESH,BADAUN,UJHANI,14,2
Fruits,Papaya,Seeds and Planting Material,RAJASTHAN,TONK,MALPURA,14,2
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Cultural Practices,GUJARAT,BANAS KANTHA,THARAD,14,2
Vegetables,Chillies,Market Information,TELANGANA,KHAMMAM,JULURUPADU,14,2
Vegetables,Chillies,"	Plant Protection	",TELANGANA,WARANGAL,REGONDA,14,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,UJHANI,14,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Cultural Practices,UTTARAKHAND,UDHAM SINGH NAGAR,SITARGANJ,14,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ISLAMNAGAR,14,2
Millets,Italian Millet (Thenai/Navane/Foxtail Millet/Kang),Sowing Time and Weather,TELANGANA,KHAMMAM,PENUBALLY,14,2
Vegetables,Ridge Gourd,Cultural Practices,TELANGANA,NALGONDA,MIRYALAGUDA,14,2
Cereals,Wheat,"	Plant Protection	",UTTAR PRADESH,BADAUN,SAMRER,14,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ISLAMNAGAR,14,2
Others,Others,Weather,RAJASTHAN,TONK,TONK,14,2
Cereals,Wheat,"	Plant Protection	",UTTAR PRADESH,BADAUN,SAMRER,14,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,14,2
Cereals,Wheat,Weather,RAJASTHAN,TONK,MALPURA,14,2
Cereals,Wheat,"	Field Preparation	",UTTAR PRADESH,BADAUN,AMBIAPUR,14,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,14,2
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,WARANGAL,BACHANNAPETA,14,2
Others,Others,Agriculture Mechanization,UTTARAKHAND,HARIDWAR,NARSAN,13,2
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",UTTAR PRADESH,BADAUN,WAZIRGANJ,13,2
Pulses,Green Gram (Moong Bean/ Moong),Weather,RAJASTHAN,TONK,DEOLI,13,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,UTTARAKHAND,HARIDWAR,BHAGWANPUR,13,2
Others,Others,Government Schemes,TELANGANA,NALGONDA,ATMAKUR(M),13,2
Vegetables,Chillies,Cultural Practices,UTTAR PRADESH,BADAUN,QADAR CHOWK,13,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,POWAYAN,13,2
Millets,Barnyard Millet (Kundiraivlli/Sawan,"	Plant Protection	",UTTAR PRADESH,BADAUN,AMBIAPUR,13,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,UTTARAKHAND,HARIDWAR,NARSAN,13,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,USAWAN,13,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KHAMMAM,CHINTHAKANI,13,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,ASAFPUR,13,2
Others,Others,Cultural Practices,TELANGANA,KARIMNAGAR,CHIGURUMAMIDI,13,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,MION,13,2
Others,Others,Weather,RAJASTHAN,TONK,TODARAISINGH,13,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,DAHGAVAN,13,2
Oilseeds,Mustard,"	Field Preparation	",UTTARAKHAND,HARIDWAR,LAKSAR,13,2
Vegetables,Tomato,"	Plant Protection	",TELANGANA,WARANGAL,ATMAKUR,13,2
Cereals,Wheat,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,BAJPUR,13,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,NEREDUCHERLA,13,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,NEREDUCHERLA,13,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,KANAGAL,13,2
Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",TELANGANA,WARANGAL,NARMETTA,13,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,UTTARAKHAND,HARIDWAR,NARSAN,12,2
Others,Others,Weather,RAJASTHAN,TONK,MALPURA,12,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,SAHASWAN,12,2
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,HARIDWAR,ROORKEE,12,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,WARANGAL,CHENNARAOPET,12,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JAITPUR,12,2
Cereals,Wheat,Fertilizer Use and Availability,UTTARAKHAND,UDHAM SINGH NAGAR,BAJPUR,12,2
Fruits,Chestnut,Seeds and Planting Material,TELANGANA,KARIMNAGAR,THIMMAPUR (L.M.D.),12,2
Cereals,Wheat,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,12,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,QADAR CHOWK,12,2
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,12,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,12,2
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,KARIMNAGAR,HUZURABAD,12,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,SAHASWAN,12,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,MADNAPUR,12,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,12,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,JAGAT,12,2
Cereals,Wheat,Agriculture Mechanization,UTTARAKHAND,ALMORA,LAMGARA,12,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,12,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,12,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,CHILKUR,12,2
Millets,Maize (Makka),"	Plant Protection	",TELANGANA,WARANGAL,CHENNARAOPET,12,2
Vegetables,Bitter Gourd,Seeds and Planting Material,TELANGANA,WARANGAL,GHANPUR(STATION),12,2
Vegetables,Tomato,Cultural Practices,UTTAR PRADESH,SHAHJAHANPUR,KANTH,11,2
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,HARIDWAR,ROORKEE,11,2
Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,RAMGARH,11,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,11,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,WARANGAL,DHARMASAGAR,11,2
Others,Others,Weather,TELANGANA,KHAMMAM,GARLA,11,2
Oilseeds,Groundnut (pea nut/mung phalli),Weed Management,GUJARAT,BANAS KANTHA,DEODAR,11,2
Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,DHARI,11,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,SAMRER,11,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,11,2
Millets,Maize (Makka),"	Plant Protection	",TELANGANA,KHAMMAM,DAMMAPETA,11,2
Fodder Crops,rajka bajri.,Cultural Practices,GUJARAT,BANAS KANTHA,DEODAR,11,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,VALIGONDA,11,2
Pulses,Black Gram (urd bean),"	Plant Protection	",TELANGANA,NALGONDA,CHANDUR,11,2
Others,Others,Cultural Practices,GUJARAT,BANAS KANTHA,THARAD,11,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,KARIMNAGAR,MANTHANI,11,2
Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),"	Field Preparation	",GUJARAT,BANAS KANTHA,DEODAR,11,2
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,RAJASTHAN,TONK,TONK,11,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,11,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,11,2
Fruits,Mango,"	Plant Protection	",UTTARAKHAND,UDHAM SINGH NAGAR,BAJPUR,11,2
Millets,Maize (Makka),"	Plant Protection	",TELANGANA,KHAMMAM,JULURUPADU,11,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,UTTARAKHAND,HARIDWAR,NARSAN,11,2
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,RAJASTHAN,TONK,MALPURA,11,2
Vegetables,Cucumber,"	Plant Protection	",GUJARAT,BANAS KANTHA,KANKREJ,11,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,SAMRER,11,2
Others,Others,Varieties,UTTARAKHAND,HARIDWAR,BHAGWANPUR,11,2
Others,Others,Market Information,UTTARAKHAND,UDHAM SINGH NAGAR,KASHIPUR,11,2
Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,TELANGANA,KHAMMAM,CHINTHAKANI,11,2
Vegetables,Chillies,"	Plant Protection	",TELANGANA,WARANGAL,CHITYAL,11,2
Fruits,Papaya,Nutrient Management,RAJASTHAN,TONK,NEWAI,11,2
Fruits,Pomegranate,"	Plant Protection	",UTTARAKHAND,HARIDWAR,BHAGWANPUR,11,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,11,2
Vegetables,Ridge Gourd,Cultural Practices,TELANGANA,WARANGAL,DORNAKAL,11,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,TILHAR,10,2
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Market Information,GUJARAT,BANAS KANTHA,THARAD,10,2
Vegetables,Chillies,"	Plant Protection	",TELANGANA,KHAMMAM,MANUGUR,10,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,10,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,10,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KARIMNAGAR,SULTHANABAD,10,2
Fodder Crops,rajka bajri.,"	Plant Protection	",RAJASTHAN,TONK,MALPURA,10,2
Plantation Crops,Coconut,Fertilizer Use and Availability,TELANGANA,MEDAK,KONDAPAK,10,2
Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",TELANGANA,KARIMNAGAR,CHOPPADANDI,10,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,10,2
Fruits,Melon,"	Plant Protection	",TELANGANA,KHAMMAM,THIRUMALAYAPALEM,10,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,UTTARAKHAND,DEHRADUN,RAIPUR,10,2
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,KARIMNAGAR,BOINPALLI,10,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KARIMNAGAR,KATARAM,10,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,KARIMNAGAR,CHANDURTHI,10,2
Cereals,Triticale,Cultural Practices,GUJARAT,BANAS KANTHA,VAV,10,2
Others,Others,Market Information,GUJARAT,BANAS KANTHA,VAV,10,2
Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",UTTAR PRADESH,SHAHJAHANPUR,NIGOHI,10,2
Millets,Maize (Makka),Varieties,UTTARAKHAND,UDHAM SINGH NAGAR,GADARPUR,10,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Cultural Practices,UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,10,2
Vegetables,Brinjal,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,10,2
Fruits,Citrus,Nutrient Management,TELANGANA,NALGONDA,VEMULA PALLY,10,2
Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,KOTABAG,10,2
Others,Others,Government Schemes,UTTAR PRADESH,BADAUN,JAGAT,10,2
Cereals,Wheat,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,10,2
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,KARIMNAGAR,BOINPALLI,10,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,10,2
Others,Others,Weather,TELANGANA,KHAMMAM,KALLUR,10,2
Fruits,Mango,Nutrient Management,TELANGANA,NALGONDA,ALAIR,10,2
Fruits,Mango,"	Plant Protection	",TELANGANA,KHAMMAM,GARLA,10,2
Others,Others,Government Schemes,GUJARAT,BANAS KANTHA,KANKREJ,10,2
Others,Others,Government Schemes,UTTARAKHAND,HARIDWAR,LAKSAR,10,2
Others,Others,"	Plant Protection	",UTTARAKHAND,HARIDWAR,NARSAN,9,2
Fruits,Pomegranate,Seeds and Planting Material,GUJARAT,BANAS KANTHA,THARAD,9,2
Sugar and Starch Crops,Sugarcane (Noble Cane),Government Schemes,UTTARAKHAND,HARIDWAR,ROORKEE,9,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,WARANGAL,ZAFFERGADH,9,2
Cereals,Barley (Jau),"	Field Preparation	",UTTAR PRADESH,SHAHJAHANPUR,KALAN,9,2
Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",TELANGANA,WARANGAL,DUGGONDI,9,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KARIMNAGAR,MALHAR RAO,9,2
Millets,Buck Wheat (Kaspat),Cultural Practices,GUJARAT,BANAS KANTHA,THARAD,9,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,9,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,POWAYAN,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,9,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,9,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,KARIMNAGAR,RAMAGUNDAM,9,2
Vegetables,Onion,"	Plant Protection	",UTTARAKHAND,UDHAM SINGH NAGAR,JASPUR,9,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,JAGAT,9,2
Others,Others,Weather,UTTARAKHAND,NAINITAL,OKHALKANDA,9,2
Others,Others,"	Field Preparation	",UTTAR PRADESH,SHAHJAHANPUR,POWAYAN,9,2
Cereals,Wheat,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,GADARPUR,9,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,9,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,8,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,KANKREJ,8,2
Vegetables,Ridge Gourd,Seeds and Planting Material,TELANGANA,KARIMNAGAR,BHEEMDEVARAPALLI,8,2
Fruits,Citrus,Nutrient Management,RAJASTHAN,TONK,NEWAI,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,QADAR CHOWK,8,2
Animal,"Bovine(Cow,Buffalo)",Animal Breeding,RAJASTHAN,TONK,NEWAI,8,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,WAZIRGANJ,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,8,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,BISAULI,8,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,UJHANI,8,2
Vegetables,Bitter Gourd,"	Plant Protection	",TELANGANA,KHAMMAM,CHINTHAKANI,8,2
Cereals,Wheat,"	Plant Protection	",UTTAR PRADESH,SHAHJAHANPUR,KANTH,8,2
Others,Others,"	Field Preparation	",UTTAR PRADESH,BADAUN,ISLAMNAGAR,8,2
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,8,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,WARANGAL,BHUPALPALLE,8,2
Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",UTTARAKHAND,UDHAM SINGH NAGAR,SITARGANJ,8,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,NALGONDA,MARRIGUDA,8,2
Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",UTTAR PRADESH,BADAUN,JUNAWAI,8,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,8,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,MION,8,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,7,2
Cereals,Paddy (Dhan),Market Information,TELANGANA,NALGONDA,MARRIGUDA,7,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JAITPUR,7,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,NALGONDA,MARRIGUDA,7,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,WARANGAL,MAHBUBABAD,7,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,7,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,7,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,MADNAPUR,7,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,7,2
Vegetables,Bitter Gourd,Seeds and Planting Material,TELANGANA,KHAMMAM,WYRA,7,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,7,2
Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",UTTAR PRADESH,SHAHJAHANPUR,DADROL,7,2
Vegetables,Bottle Gourd ,"	Plant Protection	",TELANGANA,KARIMNAGAR,MANAKONDUR,7,2
Vegetables,Bhindi(Okra/Ladysfinger),Nutrient Management,TELANGANA,KARIMNAGAR,MANAKONDUR,7,2
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,NAINITAL,HALDWANI,7,2
Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",UTTARAKHAND,UDHAM SINGH NAGAR,JASPUR,7,2
Millets,Kodo Millet (Kodara/Varagu),Crop Insurance,UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,7,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,7,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,MEDAK,TUPRAN,7,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,7,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,6,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,6,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,NIGOHI,6,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,6,2
Cereals,Barley (Jau),"	Field Preparation	",UTTAR PRADESH,BADAUN,QADAR CHOWK,6,2
Others,Others,Weather,TELANGANA,KARIMNAGAR,PEGADAPALLI,21,2
Others,Others,Weather,TELANGANA,KARIMNAGAR,CHOPPADANDI,21,2
Others,Others,Weather,TELANGANA,KARIMNAGAR,KARIMNAGAR (Rural-II),21,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,DATAGANJ,21,2
Others,Others,Weather,TELANGANA,NALGONDA,CHOUTUPPAL,21,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,WARANGAL,RAIPARTHY,21,2
Others,Others,Weather,TELANGANA,KHAMMAM,KHAMMAM (URBAN),21,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,20,2
Medicinal and Aromatic Plants,Stevia,Medicinal and Aromatic Plants,TELANGANA,KHAMMAM,BHADRACHALAM,20,2
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,WARANGAL,ATMAKUR,20,2
Vegetables,Chillies,"	Plant Protection	",UTTAR PRADESH,BADAUN,UJHANI,20,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,20,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,20,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,20,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,20,2
Cereals,Wheat,"	Plant Protection	",UTTAR PRADESH,BADAUN,UJHANI,20,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,19,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,19,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,MEDAK,JHARASANGAM,19,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,WAZIRGANJ,19,2
Others,Others,Weather,RAJASTHAN,TONK,TODARAISINGH,19,2
Oilseeds,Raya (Indian Mustard),Nutrient Management,UTTARAKHAND,HARIDWAR,ROORKEE,19,2
Millets,Maize (Makka),Varieties,UTTAR PRADESH,BADAUN,SAHASWAN,19,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SALARPUR,19,2
Vegetables,Mushroom,Mushroom Production,UTTARAKHAND,HARIDWAR,BHAGWANPUR,19,2
Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,19,2
Others,Others,Market Information,TELANGANA,KHAMMAM,BHADRACHALAM,19,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,UJHANI,19,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,WARANGAL,JANGAON,19,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,KHAMMAM,KHAMMAM (RURAL),19,2
Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,KHAMMAM,KHAMMAM (RURAL),19,2
Cereals,Wheat,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,KHATIMA,19,2
Others,Others,Market Information,TELANGANA,KHAMMAM,CHINTHAKANI,19,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,USAWAN,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,18,2
Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,NARSAN,18,2
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,WARANGAL,CHITYAL,18,2
Cereals,Wheat,Weather,UTTARAKHAND,DEHRADUN,KALSI,18,2
Others,Others,Government Schemes,TELANGANA,KARIMNAGAR,DHARMARAM,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,KANTH,18,2
Cereals,Wheat,Weather,UTTARAKHAND,DEHRADUN,KALSI,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,ASAFPUR,18,2
Others,Others,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,18,2
Sugar and Starch Crops,Sugar Beet,Cultural Practices,GUJARAT,BANAS KANTHA,KANKREJ,18,2
Others,Others,Market Information,GUJARAT,BANAS KANTHA,DEESA,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,18,2
Cereals,Wheat,Weather,UTTAR PRADESH,SHAHJAHANPUR,POWAYAN,18,2
Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,USAWAN,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,UJHANI,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,UJHANI,18,2
Others,Others,Weather,UTTAR PRADESH,BADAUN,WAZIRGANJ,18,2
