Sector,Category,Crop,QueryType,StateName,DistrictName,BlockName,CreatedOn,Hour of the day,Month
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,NARSAN,2018-02-01 10:40:50.357,10,2
AGRICULTURE,Others,Others,Weather,CHHATTISGARH,RAIGARH,RAIGARH,2018-12-12 13:50:54.907,13,12
AGRICULTURE,Others,Others,Weather,GUJARAT,KHEDA,KAPADVANJ,2018-06-27 11:42:13.033,11,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BAGHPAT,PILANA,2018-07-27 09:36:35.933,9,7
AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Sowing Time and Weather,UTTAR PRADESH,LALITPUR,BAR,2018-04-02 19:48:16.143,19,4
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,MURSHIDABAD,NABAGRAM,2018-07-03 17:27:28.410,17,7
AGRICULTURE,Others,Others,Seeds,TELANGANA,MAHABOOBNAGAR,KOSGI,2018-05-26 13:52:51.947,13,5
AGRICULTURE,Others,Others,	Field Preparation	,GUJARAT,JAMNAGAR,LALPUR,2018-05-30 08:35:32.623,8,5
AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,GUJARAT,KHEDA,KAPADVANJ,2018-07-15 15:31:41.497,15,7
AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,CHHATTISGARH,SURGUJA,AMBIKAPUR,2018-01-03 19:09:29.847,19,1
HORTICULTURE,Vegetables,Potato,	Plant Protection	,UTTAR PRADESH,KUSHI NAGAR,FAZILNAGAR,2018-01-25 20:39:38.970,20,1
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,LADPURA,2018-10-18 18:38:11.340,18,10
AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,TELANGANA,WARANGAL,GEESUGONDA,2018-02-24 08:33:16.327,8,2
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,MAHASAMUND,SARAIPALI,2018-06-07 13:17:08.483,13,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,MEHRONI,2018-04-21 09:03:06.570,9,4
HORTICULTURE,Plantation Crops,Teak,Seeds and Planting Material,UTTARAKHAND,HARIDWAR,ROORKEE,2018-12-07 17:03:22.047,17,12
AGRICULTURE,Others,Others,Crop Insurance,GUJARAT,BANAS KANTHA,THARAD,2018-02-11 18:33:55.343,18,2
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,2018-07-20 09:58:57.120,9,7
AGRICULTURE,Others,Others,Weather,TELANGANA,KHAMMAM,NELAKONDAPALLY,2018-02-11 16:28:02.677,16,2
HORTICULTURE,Fruits,Banana,Weather,GUJARAT,KHEDA,NADIAD,2018-07-16 11:36:52.897,11,7
AGRICULTURE,Cereals,Wheat,Sowing Time and Weather,CHHATTISGARH,RAIPUR,DHARSIWA,2018-12-19 18:08:55.330,18,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,SAWAI MADHOPUR,KHANDAR,2018-05-13 20:59:56.283,20,5
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,BAHADRABAD,2018-10-02 14:08:29.800,14,10
AGRICULTURE,Cereals,Wheat,Weather,UTTARAKHAND,ALMORA,DWARAHAT,2018-02-24 18:15:12.980,18,2
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,CHHATTISGARH,RAIGARH,BARAMKELA,2018-07-24 18:55:19.683,18,7
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTAR PRADESH,SIDDHARTH NAGAR,MITHWAL,2018-06-12 15:55:57.810,15,6
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,BELLAMPALLY,2018-06-14 21:37:00.523,21,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,2018-02-22 19:55:27.600,19,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,BHINAY,2018-11-01 12:38:26.067,12,11
AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,NALGONDA,CHINTHA PALLY,2018-02-02 16:46:41.770,16,2
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,RAJASTHAN,KARAULI,KARAULI,2018-09-23 20:44:15.267,20,9
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KAUSHAMBI,SIRATHU,2018-08-04 13:25:57.003,13,8
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,NARSAN,2018-07-12 18:09:36.597,18,7
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,OKHALKANDA,2018-03-01 16:44:03.043,16,3
AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,WEST BENGAL,MURSHIDABAD,LALGOLA,2018-01-30 11:56:46.080,11,1
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BIRBHUM,LABPUR,2018-08-22 14:42:59.220,14,8
AGRICULTURE,Others,Others,	Plant Protection	,UTTARAKHAND,NAINITAL,KOTABAG,2018-09-04 18:24:43.473,18,9
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BAGHPAT,BINAULI,2018-07-14 06:22:59.583,6,7
AGRICULTURE,Others,Others,Government Schemes,UTTAR PRADESH,MAHARAHGANJ,LAKSHMIPUR,2018-05-17 12:45:48.803,12,5
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,WEST BENGAL,MURSHIDABAD,DOMKAL,2018-01-02 11:20:07.300,11,1
AGRICULTURE,Cereals,Barley (Jau),	Plant Protection	,UTTAR PRADESH,BADAUN,QADAR CHOWK,2018-02-27 10:35:31.447,10,2
AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,UTTARAKHAND,HARIDWAR,NARSAN,2018-12-08 15:40:55.320,15,12
AGRICULTURE,Others,Others,Fertilizer Use and Availability,GUJARAT,SURENDRANAGAR,HALVAD,2018-01-01 16:30:53.280,16,1
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,UTTAR PRADESH,BAGHPAT,KHEKRA,2018-07-24 08:19:48.030,8,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BIRDHA,2018-04-11 21:07:56.730,21,4
AGRICULTURE,Others,Others,Market Information,RAJASTHAN,JALOR,JALORE,2018-04-27 09:52:52.897,9,4
AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,WEST BENGAL,Cooch BIHAR,COOCH BEHAR-I,2018-01-06 11:25:15.647,11,1
AGRICULTURE,Others,Others,Weather,RAJASTHAN,SAWAI MADHOPUR,BONLI,2018-05-05 21:22:00.477,21,5
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,DURG,DHAMDHA,2018-08-23 19:44:05.180,19,8
HORTICULTURE,Condiments and Spices,Cumin,Cultural Practices,GUJARAT,Mehsana,VADNAGAR,2018-12-22 13:33:03.907,13,12
AGRICULTURE,Cereals,Wheat,	Plant Protection	,CHHATTISGARH,RAIGARH,BARAMKELA,2018-01-03 08:08:42.107,8,1
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,2018-02-10 19:04:15.613,19,2
HORTICULTURE,Fruits,Melon,	Plant Protection	,GUJARAT,RAJKOT,UPLETA,2018-03-03 17:43:29.450,17,3
AGRICULTURE,Oilseeds,Mustard,	Water Management	,UTTAR PRADESH,KAUSHAMBI,KAUSHAMBI,2018-12-12 11:02:15.693,11,12
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,BHAINSA,2018-06-21 12:54:32.403,12,6
AGRICULTURE,Others,Others,	Plant Protection	,UTTAR PRADESH,BAGHPAT,PILANA,2018-07-25 10:41:32.413,10,7
AGRICULTURE,Cereals,Wheat,Nutrient Management,RAJASTHAN,KOTA,SANGOD,2018-12-16 08:17:46.543,8,12
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,ASIFABAD,2018-09-12 19:48:57.310,19,9
HORTICULTURE,Vegetables,Dolichos Bean,Fertilizer Use and Availability,CHHATTISGARH,SURGUJA,UDAIPUR,2018-09-21 21:04:14.970,21,9
HORTICULTURE,Vegetables,Tomato,Cultural Practices,UTTARAKHAND,NAINITAL,OKHALKANDA,2018-03-19 15:30:49.750,15,3
AGRICULTURE,Oilseeds,Mustard,Nutrient Management,WEST BENGAL,MALDAH,GAZOLE,2018-12-23 15:01:12.480,15,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BAGHPAT,PILANA,2018-07-18 09:38:18.790,9,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,LADPURA,2018-10-25 14:52:17.440,14,10
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,KHANAPUR,2018-09-10 20:01:57.157,20,9
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,JAKHAURA,2018-04-28 13:37:53.140,13,4
AGRICULTURE,Others,Others,Government Schemes,RAJASTHAN,TONK,NEWAI,2018-02-09 10:58:35.250,10,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,BHINAY,2018-11-23 08:44:29.863,8,11
AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,WEST BENGAL,MURSHIDABAD,RANINAGAR-I,2018-01-27 19:58:35.420,19,1
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,RAMPURHAT-II,2018-09-06 17:22:23.460,17,9
HORTICULTURE,Vegetables,Tomato,	Plant Protection	,TELANGANA,MAHABOOBNAGAR,NAWABPET,2018-07-06 13:40:49.727,13,7
AGRICULTURE,Others,Others,Weather,WEST BENGAL,NADIA,KRISHNAGAR-I,2018-11-01 13:59:38.927,13,11
AGRICULTURE,Cereals,Barley (Jau),Weather,RAJASTHAN,TONK,TONK,2018-02-11 10:02:57.323,10,2
AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,TELANGANA,ADILABAD,TANUR,2018-06-29 17:35:57.773,17,6
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BIRBHUM,RAMPURHAT-I,2018-08-25 11:16:23.387,11,8
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,SAINTHIA,2018-07-21 09:24:08.400,9,7
AGRICULTURE,Others,Others,Seeds,CHHATTISGARH,MAHASAMUND,BAGBAHARA,2018-03-19 08:51:09.193,8,3
AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Varieties,TELANGANA,KARIMNAGAR,PEDDAPALLI,2018-02-09 18:26:42.257,18,2
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,BELA,2018-09-15 19:48:21.693,19,9
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,NALGONDA,DAMERACHERLA,2018-12-25 13:52:03.177,13,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-06-04 17:00:33.490,17,6
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,NALGONDA,MELLA CHERVU,2018-02-26 10:56:19.000,10,2
HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,HOOGHLY,DHANIAKHALI,2018-12-20 11:04:04.947,11,12
AGRICULTURE,Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Varieties,TELANGANA,KARIMNAGAR,KONARAOPET,2018-02-28 14:52:30.627,14,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,2018-01-17 12:20:28.163,12,1
HORTICULTURE,Fruits,Papaya,Vegetative Propagation and Tissue Culture,UTTARAKHAND,NAINITAL,OKHALKANDA,2018-04-16 11:38:14.387,11,4
AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,TELANGANA,KARIMNAGAR,IBRAHIMPATNAM,2018-07-31 17:42:58.840,17,7
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,SAYLA,2018-10-06 13:38:54.627,13,10
AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,RAJASTHAN,KOTA,LADPURA,2018-06-17 06:19:21.033,6,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,TALBEHAT,2018-04-04 07:15:01.797,7,4
AGRICULTURE,Others,Others,Weather,TELANGANA,NALGONDA,ALAIR,2018-02-09 12:52:22.690,12,2
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,GUJARAT,Mehsana,VIJAPUR,2018-08-25 19:05:07.670,19,8
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,MURARAI-I,2018-09-20 12:09:48.977,12,9
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,2018-11-04 14:07:21.537,14,11
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,UJHANI,2018-02-10 20:48:31.960,20,2
AGRICULTURE,Others,Others,Government Schemes,UTTAR PRADESH,KAUSHAMBI,MANJHANPUR,2018-12-10 13:02:39.010,13,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,2018-11-14 12:06:21.513,12,11
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,2018-10-11 14:03:44.800,14,10
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,LAKHTAR,2018-10-27 18:38:21.177,18,10
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,TALAMADUGU,2018-06-14 14:48:55.533,14,6
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,GUJARAT,Mehsana,KHERALU,2018-08-08 10:55:46.633,10,8
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,JAMNAGAR,JODIYA,2018-05-22 19:13:13.130,19,5
AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Varieties,TELANGANA,NALGONDA,DAMERACHERLA,2018-02-02 15:22:04.960,15,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BIRDHA,2018-04-07 17:11:09.677,17,4
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,SURGUJA,BALRAMPUR,2018-01-26 18:02:17.553,18,1
HORTICULTURE,Vegetables,Bitter Gourd,Cultural Practices,CHHATTISGARH,MAHASAMUND,PITHORA,2018-03-16 13:24:37.350,13,3
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BIRDHA,2018-04-08 19:46:51.020,19,4
AGRICULTURE,Others,Others,Weather,WEST BENGAL,HOOGHLY,PURSURAH,2018-12-01 16:55:50.410,16,12
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,RAJASTHAN,BUNDI,HINDOLI,2018-08-20 16:09:05.783,16,8
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,VARANASI,ARAJILINE,2018-09-26 11:41:55.880,11,9
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,KARAULI,2018-09-19 08:17:46.047,8,9
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,LADPURA,2018-12-24 12:11:53.060,12,12
HORTICULTURE,Vegetables,Cowpea (Vegetable),	Plant Protection	,WEST BENGAL,BIRBHUM,RAMPURHAT-II,2018-09-06 08:40:26.807,8,9
AGRICULTURE,Others,Others,Weed Management,TELANGANA,WARANGAL,THORRUR,2018-05-31 08:41:38.690,8,5
AGRICULTURE,Millets,Maize (Makka),Varieties,TELANGANA,MAHABOOBNAGAR,BHOOTHPUR,2018-07-07 09:52:05.697,9,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,TONK,NEWAI,2018-02-01 20:32:34.930,20,2
AGRICULTURE,Others,Others,Agriculture Mechanization,UTTAR PRADESH,SIDDHARTH NAGAR,BARHNI,2018-06-08 16:59:39.877,16,6
HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,GUJARAT,SURENDRANAGAR,MULI,2018-01-12 17:05:52.960,17,1
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BIRBHUM,RAMPURHAT-I,2018-03-10 10:53:33.730,10,3
AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,	Plant Protection	,RAJASTHAN,KARAULI,HINDAUN,2018-07-28 12:01:48.390,12,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-03-20 14:51:27.883,14,3
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,TELANGANA,WARANGAL,WARDHANNA PET,2018-02-06 19:53:06.653,19,2
AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Weather,WEST BENGAL,HOOGHLY,HARIPAL,2018-04-07 15:25:04.357,15,4
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,NALGONDA,ATMAKUR(S),2018-02-08 12:32:56.300,12,2
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,HOOGHLY,ARAMBAGH,2018-10-16 11:15:51.760,11,10
HORTICULTURE,Vegetables,Carrot,	Plant Protection	,WEST BENGAL,HOOGHLY,HARIPAL,2018-04-22 08:38:13.593,8,4
AGRICULTURE,Others,Others,Weather,GUJARAT,ANAND,ANKLAV,2018-11-08 10:41:05.253,10,11
AGRICULTURE,Others,Others,Weather,TELANGANA,WARANGAL,NEKKONDA,2018-02-07 18:32:29.427,18,2
AGRICULTURE,Others,Others,Weed Management,CHHATTISGARH,RAIGARH,KHARSIA,2018-01-06 16:33:46.590,16,1
AGRICULTURE,Others,Others,Weather,RAJASTHAN,TONK,NEWAI,2018-02-08 14:06:10.643,14,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,TONK,UNIARA,2018-02-27 10:47:18.670,10,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,HINDAUN,2018-09-14 15:53:01.360,15,9
AGRICULTURE,Others,Others,Weather,GUJARAT,SABARKANTHA,TALOD,2018-09-09 09:09:21.907,9,9
AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,RAJASTHAN,KOTA,ITAWA,2018-03-04 12:32:42.720,12,3
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,2018-02-03 08:53:13.767,8,2
AGRICULTURE,Others,Others,Weather,TELANGANA,NALGONDA,CHILKUR,2018-12-10 17:42:40.780,17,12
AGRICULTURE,Others,Others,Cultural Practices,TELANGANA,MEDAK,SIDDIPET,2018-07-17 14:03:58.290,14,7
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,MAHABOOBNAGAR,ACHAMPETA,2018-12-23 10:17:21.613,10,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,JAWAJA,2018-11-21 19:26:32.137,19,11
AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),	Plant Protection	,UTTAR PRADESH,BAGHPAT,BAGHPAT,2018-07-20 09:51:56.713,9,7
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,MURSHIDABAD,BURWAN,2018-01-15 12:22:48.657,12,1
HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,CHHATTISGARH,RAIGARH,RAIGARH,2018-12-08 11:21:47.480,11,12
HORTICULTURE,Fruits,Pomegranate,Nutrient Management,RAJASTHAN,KOTA,LADPURA,2018-12-03 14:49:42.570,14,12
AGRICULTURE,Others,Others,Cultural Practices,GUJARAT,Mehsana,BECHRAJI,2018-08-25 14:28:39.697,14,8
HORTICULTURE,Vegetables,Potato,Weather,WEST BENGAL,Cooch BIHAR,DINHATA-II,2018-01-12 16:41:39.950,16,1
AGRICULTURE,Others,Others,Weather,CHHATTISGARH,MAHASAMUND,SARAIPALI,2018-03-13 11:05:57.657,11,3
AGRICULTURE,Others,Others,Weather,GUJARAT,AHMADABAD,VIRAMGAM,2018-11-18 10:28:43.700,10,11
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,KISHANGARH,2018-11-10 11:03:16.530,11,11
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Water Management	,CHHATTISGARH,RAIPUR,DHARSIWA,2018-12-27 21:26:19.333,21,12
AGRICULTURE,Others,Others,Cultural Practices,TELANGANA,WARANGAL,KOTHAGUDEM,2018-05-15 06:20:00.267,6,5
HORTICULTURE,Vegetables,Bell Pepper,Cultural Practices,GUJARAT,Mehsana,MAHESANA,2018-08-08 20:44:16.810,20,8
AGRICULTURE,Oilseeds,Mustard,	Field Preparation	,UTTARAKHAND,HARIDWAR,KHANPUR,2018-02-10 10:27:25.253,10,2
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,DHRANGADHRA,2018-10-19 20:05:35.477,20,10
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-03-14 11:49:30.407,11,3
AGRICULTURE,Others,Others,Government Schemes,UTTAR PRADESH,KUSHI NAGAR,MOTICHAK,2018-01-13 21:12:07.600,21,1
AGRICULTURE,Others,Others,Weather,GUJARAT,Mehsana,VIJAPUR,2018-08-02 10:54:07.967,10,8
AGRICULTURE,Others,Others,Weather,RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,2018-05-12 09:48:06.940,9,5
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,MAMDA,2018-06-15 13:25:00.617,13,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,2018-02-12 17:16:03.023,17,2
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,WEST BENGAL,NADIA,SANTIPUR,2018-06-23 16:52:29.910,16,6
AGRICULTURE,Others,Others,Weather,CHHATTISGARH,BILASPUR,MASTURI,2018-03-15 13:48:21.477,13,3
HORTICULTURE,Vegetables,Tomato,	Plant Protection	,WEST BENGAL,MALDAH,MANIKCHAK,2018-12-20 13:11:37.210,13,12
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,GUJARAT,ANAND,ANAND,2018-12-12 14:28:43.080,14,12
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,2018-08-31 07:43:34.950,7,8
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,CHHATTISGARH,SURGUJA,BALRAMPUR,2018-06-19 10:46:29.727,10,6
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,HINDAUN,2018-07-08 19:11:38.817,19,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,NADAUTI,2018-07-11 13:12:11.123,13,7
HORTICULTURE,Vegetables,Cauliflower,	Plant Protection	,GUJARAT,KHEDA,KAPADVANJ,2018-07-24 08:44:31.280,8,7
AGRICULTURE,Others,Others,Weather,TELANGANA,MEDAK,NANGANUR,2018-05-13 19:02:06.490,19,5
HORTICULTURE,Drug and Narcotics,Other,Cultural Practices,GUJARAT,Mehsana,BECHRAJI,2018-12-21 09:03:20.807,9,12
AGRICULTURE,Others,Others,Weather,TELANGANA,NALGONDA,PENPAHAD,2018-12-06 11:33:59.140,11,12
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,BHAVNAGAR,GHOGHA,2018-04-06 18:02:12.593,18,4
AGRICULTURE,Others,Others,	Plant Protection	,CHHATTISGARH,MAHASAMUND,SARAIPALI,2018-03-16 14:27:30.397,14,3
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,NADAUTI,2018-09-10 13:58:26.083,13,9
HORTICULTURE,Vegetables,Tomato,	Plant Protection	,TELANGANA,MAHABOOBNAGAR,WANAPARTHY,2018-08-15 15:19:21.973,15,8
HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,GUJARAT,SURENDRANAGAR,MULI,2018-01-12 17:05:52.960,17,1
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,Mehsana,SATLASNA,2018-12-05 10:34:23.497,10,12
AGRICULTURE,Fodder Crops,BAJRA NAPIER HYBRID,Bio-Pesticides and Bio-Fertilizers,RAJASTHAN,KARAULI,TODABHIM,2018-07-21 20:40:01.077,20,7
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DHANWADA,2018-10-12 16:19:42.013,16,10
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BIRBHUM,DUBRAJPUR,2018-08-11 18:08:40.020,18,8
HORTICULTURE,Vegetables,Onion,	Plant Protection	,WEST BENGAL,MURSHIDABAD,BELDANGA-I,2018-07-23 08:35:38.280,8,7
AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,MURSHIDABAD,JALANGI,2018-01-31 14:29:51.850,14,1
HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),	Plant Protection	,TELANGANA,WARANGAL,MAHBUBABAD,2018-05-26 15:46:31.660,15,5
AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,RAJASTHAN,KOTA,LADPURA,2018-12-11 14:02:32.753,14,12
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,NALGONDA,ALAIR,2018-02-04 10:38:24.213,10,2
AGRICULTURE,Others,Others,Government Schemes,RAJASTHAN,TONK,TODARAISINGH,2018-02-04 11:25:37.227,11,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,QADAR CHOWK,2018-02-07 11:03:29.393,11,2
AGRICULTURE,Others,Others,Soil Testing,RAJASTHAN,JALOR,SANCHORE,2018-04-14 09:15:32.110,9,4
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,OKHALKANDA,2018-05-08 06:38:23.657,6,5
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTAR PRADESH,BAGHPAT,BAGHPAT,2018-07-30 17:21:15.553,17,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KALAN,2018-02-12 13:24:55.737,13,2
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,JAMNAGAR,LALPUR,2018-05-19 18:58:56.007,18,5
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-12-05 08:26:50.797,8,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,2018-11-22 10:02:56.760,10,11
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-10-27 10:02:47.717,10,10
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,TODABHIM,2018-09-30 20:26:47.933,20,9
AGRICULTURE,Others,Others,Weather,CHHATTISGARH,RAIGARH,SARANGARH,2018-07-05 18:19:50.533,18,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BHAWAL KHERA,2018-02-11 08:09:41.773,8,2
AGRICULTURE,Others,Others,Weather,TELANGANA,KHAMMAM,PINAPAKA,2018-11-04 11:28:26.573,11,11
HORTICULTURE,Fruits,Mango,Fertilizer Use and Availability,WEST BENGAL,NADIA,KARIMPUR-II,2018-06-24 11:43:04.847,11,6
HORTICULTURE,Vegetables,Tomato,Vegetative Propagation and Tissue Culture,UTTARAKHAND,NAINITAL,RAMGARH,2018-04-14 21:09:26.953,21,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BAR,2018-04-07 16:33:33.750,16,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,2018-02-07 20:29:40.097,20,2
AGRICULTURE,Others,Others,Weather,TELANGANA,NALGONDA,NAKREKAL,2018-12-24 18:00:39.853,18,12
